Label,GroupId,YearsExperience,Education,FullName,SkillSet
0,1,24,Undergraduate,Byram Kinforth,HTML/CSS;JavaScript;SQL;TypeScript;Git;Express;Gatsby;React.js;AWS;Heroku;PostgreSQL;SQLite
0,1,10,Master,Thedric Abriani,Bash/Shell;C;C++;Matlab;PowerShell;Python;Git
0,1,25,Undergraduate,Cal Mandell,HTML/CSS;JavaScript;PHP;Git;jQuery;React.js
0,1,12,Undergraduate,Rianon Hexham,Bash/Shell;C#;Dart;Delphi;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;PHP;PowerShell;Python;SQL;Swift;TypeScript;Docker;Git;Unity 3D;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Express;Flask;jQuery;Laravel;React.js;Spring;Vue.js;Google Cloud Platform;Microsoft Azure;Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL
0,1,10,PhD,Morna Yellowlea,HTML/CSS;Python;R;Docker;Git;Flask;AWS;DynamoDB
0,1,10,Undergraduate,Ruggiero Chivrall,Bash/Shell;Java;JavaScript;PHP;Python;Ansible;Git;PostgreSQL
0,1,12,Undergraduate,Alina Rummings,Assembly;C;C#;Go;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Docker;Git;Yarn;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;SQLite
0,1,25,Master,Lib Petruszka,Dart;HTML/CSS;Java;JavaScript;Node.js;PowerShell;TypeScript;Docker;Git;Angular;Django;Express;jQuery;React.js;Vue.js;Google Cloud Platform;Firebase;MariaDB;MongoDB;MySQL;Oracle
0,1,31,Other,Thomasina Nangle,C#;SQL;TypeScript;Docker;Kubernetes;ASP.NET Core ;AWS;Microsoft Azure;Elasticsearch;Microsoft SQL Server
0,1,18,PhD,Darrel Nicolls,Bash/Shell;C#;HTML/CSS;Julia;Matlab;Python;Git;Google Cloud Platform
0,1,26,Undergraduate,Gino Kermath,C#;Clojure;Go;JavaScript;Python;SQL;Git;jQuery;Microsoft Azure;Microsoft SQL Server
0,1,20,NoHigherEd,Cello Jilkes,Bash/Shell;C#;JavaScript;Node.js;PowerShell;Python;TypeScript;Docker;Git;Kubernetes;Puppet;Terraform;Unity 3D;ASP.NET;ASP.NET Core ;jQuery;React.js
0,1,10,Undergraduate,Melloney Behneke,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Terraform;Yarn;Laravel;React.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;SQLite
0,1,10,Master,Hobart Villaret,Scala;Git;Google Cloud Platform;MongoDB
0,1,8,Master,Bo McPartling,Dart;JavaScript;Node.js;Docker;Git;Django;Vue.js;Google Cloud Platform;Firebase;PostgreSQL;SQLite
0,1,18,Other,Donovan Boncore,C#;HTML/CSS;JavaScript;PHP;Docker;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;AWS;Microsoft Azure;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite
0,1,4,Undergraduate,Colette Philson,Python;Docker;Git;Django;AWS
1,1,38,Master,Robb Baile,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Git;Angular;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server
0,1,10,Undergraduate,Winnie Sidebotham,Go;JavaScript;Node.js;PHP;TypeScript;Git;React.js;Microsoft SQL Server
0,1,10,Undergraduate,Gabi Caro,HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Docker;Git;jQuery;Spring;Microsoft SQL Server;MongoDB;PostgreSQL
0,1,8,Undergraduate,Abigail Cardoo,HTML/CSS;JavaScript;Python;Docker;Angular.js;Django;React.js;DigitalOcean;MySQL;PostgreSQL;Redis
0,1,6,Other,Jenelle Killick,Bash/Shell;C#;Dart;Go;HTML/CSS;JavaScript;Node.js;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Terraform;Xamarin;ASP.NET;ASP.NET Core ;Express;Flask;React.js;AWS;Microsoft Azure;Couchbase;DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite
0,1,13,Master,Ibby Vuitte,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;Scala;SQL;VBA;Git;jQuery;React.js;Vue.js;AWS;MySQL;Oracle;PostgreSQL
0,1,10,Undergraduate,Alyosha Creser,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;SQL;TypeScript;Docker;Git;Angular;React.js;Spring;MariaDB;MySQL;PostgreSQL
0,1,3,NoHigherEd,Cori Dewi,HTML/CSS;JavaScript;Node.js;Git;Express;React.js;Heroku;MongoDB
0,1,12,Undergraduate,Spencer Izatt,C#;HTML/CSS;JavaScript;SQL;VBA;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;DynamoDB;Elasticsearch;Microsoft SQL Server;SQLite
0,1,6,Other,Robbyn Cresswell,C;C#;C++;Dart;HTML/CSS;Java;JavaScript;PHP;Python;Git;Kubernetes;Xamarin;Yarn;jQuery;Laravel;React.js;Symfony;Vue.js;AWS;DigitalOcean;Heroku;Firebase;MongoDB;MySQL;Redis;SQLite
0,1,6,Other,Wilbert McKillop,Bash/Shell;Python;Docker;Git;Puppet;AWS;MySQL
0,1,17,Master,Leticia Heaven,Kotlin;Objective-C;SQL;Swift;Git;AWS;Google Cloud Platform
0,1,7,Undergraduate,Abram Fyfield,Bash/Shell;C#;HTML/CSS;JavaScript;TypeScript;Git;ASP.NET;Vue.js;AWS;Microsoft SQL Server
0,1,27,Master,Bevan Birchenhead,C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Vue.js;Microsoft Azure;Elasticsearch;Microsoft SQL Server;MySQL;SQLite
0,1,17,Undergraduate,Hank Uden,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;PHP;Python;Docker;Git;Kubernetes;Puppet;Unity 3D;Angular;jQuery;Laravel;React.js;Symfony;AWS;DigitalOcean;Elasticsearch;MySQL;SQLite
0,1,1,Undergraduate,Lottie Drewett,C#;Java;JavaScript;Python;SQL;Ansible;Chef;Docker;Terraform;Unity 3D;ASP.NET;ASP.NET Core ;Django;AWS;Microsoft Azure;Elasticsearch;MongoDB;MySQL;PostgreSQL;SQLite
0,1,5,Other,Phineas Nettle,Go;JavaScript;Python;SQL;TypeScript;VBA;Ansible;Docker;Git;Yarn;Django;FastAPI;Flask;Gatsby;jQuery;React.js;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite
0,1,30,Master,Priscilla Beatty,C#;Delphi;JavaScript;Node.js;TypeScript;Git;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server
0,1,4,Undergraduate,Nancee Wehnerr,JavaScript;Swift;TypeScript;Git;React.js;Google Cloud Platform;Firebase;PostgreSQL
0,1,38,Undergraduate,Eyde Yexley,C#;F#;SQL;Git;Microsoft SQL Server
0,1,27,Master,Agna Bonnette,Bash/Shell;C;Dart;Go;HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript;Docker;Git;Kubernetes;Yarn;React.js;AWS;DynamoDB;Elasticsearch;MongoDB;MySQL;Redis;SQLite
0,1,15,Other,Frederigo Benkin,C++;Java;Kotlin;Objective-C;Swift;SQLite
0,1,2,Master,Ermina Tetsall,SQL;Git;jQuery;Google Cloud Platform;SQLite
0,1,7,Master,Brit Tattersfield,JavaScript;Node.js;PHP;TypeScript;Docker;Git;Angular;Express;Laravel;MariaDB;MongoDB;MySQL
0,1,31,Undergraduate,Ailis Fallens,C#;HTML/CSS;PowerShell;SQL;Git;Xamarin;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server
0,1,15,Undergraduate,Netti Harrisson,Bash/Shell;C;C++;Go;HTML/CSS;Java;JavaScript;Matlab;Node.js;Python;Scala;SQL;TypeScript;Unity 3D;Unreal Engine;Django;FastAPI;Flask;jQuery;React.js;MongoDB;MySQL;SQLite
1,1,20,Undergraduate,Star Bodd,HTML/CSS;JavaScript;Node.js;PHP;PowerShell;Python;SQL;Git;Angular;Express;Gatsby;jQuery;React.js;Heroku;Firebase;MariaDB;MongoDB;MySQL;Redis
0,1,41,Undergraduate,Sim Narbett,C++;HTML/CSS;JavaScript;Node.js;Perl;PHP;SQL;Git;ASP.NET;Microsoft Azure;SQLite
0,1,9,Master,Honor Von Oertzen,JavaScript;Python;SQL;Docker;Git;Django;jQuery;Google Cloud Platform;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite
0,1,8,Undergraduate,Jennee MacKerley,C++;Go;JavaScript;Node.js;Python;TypeScript;Docker;Git;Kubernetes;React.js;AWS;DynamoDB;Elasticsearch;MongoDB;Redis
0,1,13,Master,Jenna Corcoran,C#;HTML/CSS;JavaScript;PowerShell;TypeScript;Git;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;AWS;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MongoDB;Redis
0,1,7,Undergraduate,Gustave Stoaks,Assembly;Python
0,1,42,PhD,Nola Borland,Matlab
0,1,8,Undergraduate,Brien Kobisch,JavaScript;PHP;SQL;React.js;Symfony;MySQL
0,1,4,Other,Kalila Dorr,HTML/CSS;JavaScript;Python;SQL;Git;Flask;DigitalOcean;Heroku;SQLite
0,1,3,Master,Fitzgerald Giovannardi,Python;R;Git;AWS;Microsoft SQL Server
0,1,16,Other,Chadd Benzi,C;C#;C++;Java;Kotlin;PHP;SQL;Docker;Git;Kubernetes;Spring;Microsoft Azure;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL
0,1,26,Master,Justin Skotcher,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript;Docker;Git;Angular;Spring;Google Cloud Platform;Oracle;PostgreSQL
0,1,10,Undergraduate,Lura Conti,Go;JavaScript;Python;SQL;Docker;Git;DigitalOcean;Cassandra;Elasticsearch;PostgreSQL;Redis
0,1,14,Undergraduate,Sig Petyt,Groovy;Java;Kotlin;Git;AWS;Google Cloud Platform;SQLite
0,1,24,Undergraduate,Ogdon Lennarde,Java;JavaScript;SQL;Git;jQuery;Spring;IBM Cloud or Watson;Microsoft Azure;IBM DB2;MariaDB;Microsoft SQL Server;MySQL
0,1,35,Other,Abbey Revill,C;C++;HTML/CSS;JavaScript
0,1,6,Undergraduate,Hamilton Elijahu,C;C++;Delphi;Go;HTML/CSS;Perl;Python;R;Ruby;Rust;Docker;Git;Terraform;Django;Flask;AWS;DynamoDB;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite
0,1,23,Undergraduate,Sigfried Golde,C#;HTML/CSS;JavaScript;PHP;SQL;Docker;Git;Yarn;jQuery;React.js;Symfony;Vue.js;AWS;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis
0,1,7,Undergraduate,Auberon Deackes,Java;TypeScript;Git;Angular;Spring
0,1,20,Master,Florenza Chatt,HTML/CSS;Java;JavaScript;Node.js;TypeScript;Yarn;Angular;Express;React.js;Vue.js;AWS;DigitalOcean;MongoDB;MySQL;PostgreSQL
0,1,20,Undergraduate,Freida Cudmore,C;C#;C++;HTML/CSS;JavaScript;SQL;TypeScript;Docker;Git;ASP.NET;ASP.NET Core ;jQuery;Vue.js;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite
0,1,5,Undergraduate,Amandi Baszkiewicz,Assembly;C#;C++;HTML/CSS;JavaScript;Python;R;TypeScript;Git;Angular;Angular.js;jQuery;React.js;DigitalOcean;Microsoft SQL Server;PostgreSQL;SQLite
0,1,10,Master,Manya Gerram,C;C++;JavaScript;Objective-C;Python;Swift;TypeScript;Docker;Git;Flask;React.js;AWS;DynamoDB;PostgreSQL;Redis
0,1,12,Other,Gaven Effemy,Bash/Shell;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript;Chef;Docker;Git;Terraform;Angular;React.js;Ruby on Rails;AWS;DigitalOcean;Google Cloud Platform;MySQL;PostgreSQL;Redis
0,1,3,Master,Bay Hardy,JavaScript;Python;Docker;Git;Flask;MariaDB;PostgreSQL
0,1,10,Undergraduate,Udell Strut,C#;HTML/CSS;SQL;TypeScript;Git;Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;MySQL
0,1,20,Undergraduate,Mariel Lorey,C#;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;VBA;Docker;Git;Angular;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL
0,1,15,Undergraduate,Herc Hazeley,C#;Docker;Unity 3D;Xamarin;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite
0,1,10,Undergraduate,Jefferson Asche,C;C#;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;R;SQL;TypeScript;Docker;Git;Yarn;Angular;Angular.js;Django;jQuery;Laravel;React.js;Symfony;AWS;DigitalOcean;Google Cloud Platform;Heroku;IBM Cloud or Watson;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite
0,1,9,Master,Cheslie Boorn,Ansible;Docker;Git;AWS;Microsoft SQL Server
0,1,9,Undergraduate,Benni Kearn,Bash/Shell;HTML/CSS;JavaScript;Node.js;SQL;Docker;Git;Kubernetes;Yarn;Express;React.js;Couchbase;Elasticsearch;MariaDB
0,1,4,Master,Mari Henmarsh,C#;HTML/CSS;Matlab;Python;R;SQL;Git;Django;Flask;AWS;Microsoft Azure;MySQL;PostgreSQL;SQLite
0,1,24,Undergraduate,Jermayne Banasiak,Bash/Shell;Java;JavaScript;Node.js;Python;TypeScript;Docker;Git;Kubernetes;Terraform;AWS;DynamoDB;MySQL;PostgreSQL;Redis
0,1,21,Undergraduate,Obie Reast,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;PHP;SQL;Swift;TypeScript;Docker;Git;Yarn;Express;React.js;AWS;MySQL;SQLite
0,1,28,Undergraduate,Gabriela Vass,Bash/Shell;C;C++;Docker;Git;DigitalOcean;Google Cloud Platform
0,1,15,PhD,Orella Gammack,C#;Java;Python;Docker;Git;Kubernetes;Xamarin;ASP.NET;ASP.NET Core ;FastAPI;Flask;React.js;Google Cloud Platform;PostgreSQL
0,1,10,Undergraduate,Gloria Gritskov,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Ruby;TypeScript;Ansible;Docker;Git;Kubernetes;Yarn;Express;FastAPI;Flask;Ruby on Rails;AWS;DigitalOcean;Microsoft Azure;Elasticsearch;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis
0,1,31,Undergraduate,Bianca Mahmood,Haskell;HTML/CSS;JavaScript;Node.js;TypeScript;Chef;Docker;Git;Yarn;Express;Gatsby;React.js;AWS;Google Cloud Platform;PostgreSQL;Redis
0,1,6,Undergraduate,Kellyann Reddlesden,C#;Dart;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Vue.js;IBM DB2;Microsoft SQL Server
0,1,14,Undergraduate,Terri Dalinder,Java;Kotlin;Git;SQLite
0,1,15,Master,Leland Westcott,Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;Angular;Spring;Vue.js;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite
0,1,30,Undergraduate,Aylmar Hasser,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;Ruby;SQL;TypeScript;Docker;Git;Terraform;Angular.js;jQuery;React.js;Ruby on Rails;Spring;Vue.js;AWS;DigitalOcean;DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis
0,1,13,Undergraduate,Miguela Chessum,Dart;HTML/CSS;JavaScript;Node.js;PHP;Docker;Git;Vue.js;Google Cloud Platform;MariaDB;Microsoft SQL Server;MySQL;SQLite
0,1,10,Other,Diena O'Sirin,HTML/CSS;JavaScript;Node.js;Rust;TypeScript;Docker;Git;Unity 3D;Express;React.js;AWS;DigitalOcean;MySQL;PostgreSQL
0,1,12,Undergraduate,Jamaal Heinzler,Go;HTML/CSS;JavaScript;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Terraform;Vue.js;AWS;Elasticsearch;PostgreSQL;Redis
0,1,7,Undergraduate,Sigrid Chstney,C#;C++;Docker;Angular;ASP.NET;ASP.NET Core ;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MongoDB;PostgreSQL;Redis
0,1,12,Master,Bren Bartosch,Bash/Shell;Objective-C;Swift;Git;Microsoft Azure;SQLite
0,1,6,Undergraduate,Anallese Hesbrook,C;C#;C++;HTML/CSS;Node.js;SQL;Git;Kubernetes;Xamarin;Microsoft Azure;Oracle
0,1,18,Undergraduate,Norrie Halpine,C#;Git
0,1,2,Undergraduate,Sheri McAusland,Bash/Shell;HTML/CSS;JavaScript;Python;SQL;Git;Django;React.js;AWS;IBM DB2;Microsoft SQL Server;SQLite
0,1,5,Master,Lorrayne Ianetti,Python;SQL;Git;Flask;AWS;PostgreSQL;SQLite
0,1,16,PhD,Caralie Sallows,R
0,1,9,Other,Renee Barz,C#;HTML/CSS;Java;SQL;VBA;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MySQL
0,1,13,PhD,Nikolia Challenor,HTML/CSS;Java;PHP
0,1,6,Undergraduate,Finley Sprowson,HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure
0,1,13,Master,Luella McKeevers,C#;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;jQuery;Vue.js;Microsoft SQL Server;Redis
0,1,12,Undergraduate,Markus Deverell,Bash/Shell;C;Java;Kotlin;Perl;PowerShell;Python;Docker;Git;Kubernetes;IBM Cloud or Watson
0,1,15,Master,Guinevere Howat,HTML/CSS;JavaScript;Node.js;Objective-C;Swift;TypeScript;Git;Gatsby;React.js;Google Cloud Platform;Microsoft Azure;Firebase;SQLite
0,1,10,Master,Georgie Hulatt,Bash/Shell;C;C++;Java;JavaScript;Node.js;PHP;Python;Ruby;SQL;TypeScript;Ansible;Docker;Git;Yarn;Angular;Angular.js;Drupal;Express;jQuery;Laravel;Symfony;MariaDB;MySQL;SQLite
0,1,7,Undergraduate,Anderson Chittie,C#;HTML/CSS;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server
0,1,6,Master,Gearalt Guion,Bash/Shell;Python;Git;Flask;Vue.js
1,1,10,Undergraduate,Avigdor Brown,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Unreal Engine;Express;Laravel;Vue.js;Heroku;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite
0,1,7,Master,Bobbie Silverston,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Angular;Express;React.js;Symfony;Microsoft SQL Server;MySQL;Oracle;PostgreSQL
0,1,10,Undergraduate,Katleen Eyden,C;HTML/CSS;JavaScript;Node.js;TypeScript;Git;React.js;Microsoft Azure
0,1,4,Other,Wandie Dibbert,C#;HTML/CSS;JavaScript;SQL;VBA;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server
0,1,24,Master,Eolande Shynn,Bash/Shell;Go;HTML/CSS;JavaScript;SQL;TypeScript;Angular;PostgreSQL
0,1,18,Undergraduate,Cleon Davenhill,Bash/Shell;C;C++;JavaScript;Python;Git
0,1,12,Undergraduate,Wyndham Imlock,Java;Scala;Docker;Git;Kubernetes;AWS;Couchbase;Elasticsearch;Microsoft SQL Server
0,1,37,Undergraduate,Christabel Goude,C#;Dart;Go;Java;JavaScript;Matlab;SQL;Xamarin;Angular;Angular.js;ASP.NET;jQuery;React.js;AWS;IBM Cloud or Watson;Microsoft Azure;Microsoft SQL Server
0,1,20,Undergraduate,Dory Kelinge,Bash/Shell;Perl;PowerShell;VBA;Docker;Git;AWS
0,1,9,Undergraduate,Darci Grubb,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Git;Angular.js;ASP.NET;jQuery;Spring;AWS;DynamoDB;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite
0,1,5,Other,Adams Binton,HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL;TypeScript;Docker;Git;Yarn;jQuery;React.js;Ruby on Rails;Google Cloud Platform;Heroku;Firebase;MySQL
0,1,8,Other,Carina Eacle,HTML/CSS;JavaScript;PHP;SQL;Docker;Git;jQuery;Laravel;React.js;Vue.js;AWS;MySQL
0,1,24,Undergraduate,Hal Pinching,Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;SQL;Git;Puppet;Express;React.js;Microsoft Azure;IBM DB2;PostgreSQL
0,1,12,Other,Sherwood McGorley,Dart;HTML/CSS;JavaScript;TypeScript;Docker;Git;Angular;Firebase;MySQL;SQLite
1,1,10,Master,Ichabod Addenbrooke,Assembly;Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Matlab;PHP;Python;R;SQL;TypeScript;VBA;Docker;Git;Unity 3D;Xamarin;Angular;Django;Drupal;jQuery;Laravel;React.js;Spring;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL
0,1,5,Other,Lucinda Janiszewski,HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Express;React.js;Vue.js;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis
0,1,9,Undergraduate,Prudence Clemson,C#;JavaScript;Kotlin;TypeScript;Git;Unity 3D;Angular;React.js;Firebase;MySQL
0,1,30,Other,Sim Belford,Bash/Shell;Java;SQL;Ansible;Docker;Git;Yarn;AWS;Oracle;PostgreSQL
0,1,10,PhD,Hamish Woodeson,Matlab;Python;Ruby;Git;Flask
0,1,23,Undergraduate,Vassily Covely,HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;React.js;MongoDB;MySQL
0,1,20,Other,Zelda Shillito,Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Git;Yarn;Laravel;Symfony;AWS;Heroku;MariaDB;MySQL;PostgreSQL;SQLite
0,1,6,Undergraduate,Sibylle Rudwell,JavaScript;Kotlin;Docker;Git;MySQL;SQLite
0,1,25,Undergraduate,Aurlie Lodewick,C#;HTML/CSS;TypeScript;Docker;Git;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite
0,1,5,Undergraduate,Joeann Schowenburg,C;C++;Dart;Java;JavaScript;Kotlin;Node.js;R;Git;Puppet;Django;Flask;React.js;Heroku;Firebase;MySQL;Oracle;SQLite
0,1,22,Master,Hamid Keggin,Bash/Shell;C;C#;HTML/CSS;JavaScript;Node.js;Python;Git;Unity 3D;AWS
0,1,21,Undergraduate,Stirling Vuittet,Bash/Shell;Go;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript;Git;Kubernetes;Angular;Angular.js;Express;React.js;Spring;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;MongoDB;SQLite
0,1,14,Master,Anita Deeson,C;Python;Rust;Ansible;Docker;Git
0,1,31,Master,Elonore Brockley,Assembly;C;C#;VBA;SQLite
0,1,44,Undergraduate,Honoria Carpe,Assembly;Bash/Shell;C;Go;Python;Rust;Git
0,1,40,Undergraduate,Lesli Cawsby,Bash/Shell;Dart;HTML/CSS;JavaScript;Python;Docker;Git;Angular.js;Django;Vue.js;Heroku;PostgreSQL;SQLite
0,1,22,NoHigherEd,Shandee Kettlestringes,Bash/Shell;HTML/CSS;Java;JavaScript;Python;Git
0,1,20,Master,Dewie Monnery,Bash/Shell;C#;Java;Kotlin;SQL;VBA;Docker;Git;Kubernetes;Spring;IBM Cloud or Watson;Microsoft SQL Server;PostgreSQL
0,1,10,Master,Lisbeth Meas,C#;PowerShell;Python;Git;Microsoft Azure;Microsoft SQL Server;SQLite
0,1,14,Master,Danella MacGorrie,Objective-C;Ruby;Swift;Git;Unity 3D;MySQL
